word	nodeType	synsetCount	unit	count
acknowledge	VERB	6	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
add	VERB	7	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
admire	VERB	2	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
agree	VERB	7	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
analyze	VERB	4	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
arrest	VERB	6	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
ask	VERB	7	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	4
attach	VERB	5	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
base	VERB	30	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
be	VERB	14	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
become	VERB	4	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
begin	VERB	11	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
brag	VERB	3	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
break	VERB	75	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
bring	VERB	11	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
burn	VERB	20	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
buy	VERB	6	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
call	VERB	41	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
cancel	VERB	6	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
care	VERB	11	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
change	VERB	20	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
choose	VERB	3	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
close	VERB	37	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
collect	VERB	8	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
come	VERB	22	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	8
continue	VERB	10	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
cook	VERB	7	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	4
count	VERB	12	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
create	VERB	6	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
crush	VERB	12	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
cry	VERB	12	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
cut	VERB	70	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
dig	VERB	13	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
discover	VERB	8	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
disguise	VERB	4	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
divorce	VERB	3	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
do	VERB	16	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	8
drink	VERB	10	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
dumbass	VERB	1	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
eat	VERB	6	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	4
end	VERB	18	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
enjoy	VERB	5	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
execute	VERB	7	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
exist	VERB	2	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
fail	VERB	11	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
fall	VERB	44	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
feel	VERB	17	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
figure	VERB	18	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
fill	VERB	11	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
find	VERB	18	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	5
finish	VERB	15	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
flash	VERB	19	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
forget	VERB	4	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
gather	VERB	11	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
get	VERB	37	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	14
give	VERB	45	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	4
go	VERB	35	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	22
grow	VERB	10	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
guess	VERB	6	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
handle	VERB	7	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
happen	VERB	5	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
have	VERB	20	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	17
hear	VERB	5	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	5
help	VERB	12	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
hold	VERB	45	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
hurry	VERB	6	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
invite	VERB	9	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
judge	VERB	7	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
k*lle	VERB	0	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
keep	VERB	25	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	4
kid	VERB	7	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	4
knock	VERB	11	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
know	VERB	12	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	4
laugh	VERB	4	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
learn	VERB	6	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
let	VERB	8	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
like	VERB	11	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	6
listen	VERB	3	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
live	VERB	19	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
lock	VERB	15	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
look	VERB	14	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	5
lose	VERB	11	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
make	VERB	51	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	18
manage	VERB	7	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
marry	VERB	2	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
mean	VERB	16	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
meet	VERB	15	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
memorize	VERB	1	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
mess	VERB	8	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
miss	VERB	12	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
need	VERB	7	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	6
o	VERB	3	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
open	VERB	36	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
overlap	VERB	5	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
pay	VERB	12	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
peel	VERB	5	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
pick	VERB	21	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
practice	VERB	10	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
protect	VERB	2	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
put	VERB	10	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
remember	VERB	8	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	4
run	VERB	57	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
savor	VERB	5	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
say	VERB	12	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	10
season	VERB	6	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
see	VERB	25	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	9
seem	VERB	4	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
sell	VERB	9	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
shed	VERB	6	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
show	VERB	16	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
shut	VERB	5	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
simmer	VERB	2	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
smell	VERB	10	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
smile	VERB	3	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
smoke	VERB	10	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
sound	VERB	24	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
stand	VERB	24	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
start	VERB	22	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
stick	VERB	25	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
stop	VERB	22	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
suck	VERB	8	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
suppose	VERB	5	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
sweat	VERB	5	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
take	VERB	44	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
talk	VERB	11	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
taste	VERB	13	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
teach	VERB	3	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
tell	VERB	9	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	5
thank	VERB	1	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	7
think	VERB	14	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	10
throw	VERB	20	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
try	VERB	10	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	6
turn	VERB	38	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	4
use	VERB	13	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	6
wait	VERB	6	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	6
walk	VERB	17	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	3
wanna	VERB	0	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
want	VERB	9	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	8
watch	VERB	13	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
weigh	VERB	5	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
whisper	VERB	3	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
work	VERB	34	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	2
worry	VERB	8	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
write	VERB	10	01x16_-_Yor_s_Kitchen-The_Informant_s_Great_Romance_Plan	1
accord	VERB	6	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
act	VERB	15	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
add	VERB	7	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
affect	VERB	6	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
allow	VERB	10	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
ask	VERB	7	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
be	VERB	14	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
become	VERB	4	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
begin	VERB	11	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	4
bet	VERB	5	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
bring	VERB	11	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
butt	VERB	12	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
buy	VERB	6	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
call	VERB	41	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	3
cancel	VERB	6	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
carry	VERB	41	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
clear	VERB	45	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
close	VERB	37	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
collect	VERB	8	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
come	VERB	22	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	6
command	VERB	12	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
commend	VERB	5	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
complete	VERB	10	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
concentrate	VERB	11	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
continue	VERB	10	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
cook	VERB	7	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
cover	VERB	36	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
create	VERB	6	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	3
cry	VERB	12	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
dare	VERB	4	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
depict	VERB	3	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
discover	VERB	8	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
discuss	VERB	4	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
divide	VERB	8	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
do	VERB	16	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	8
drop	VERB	32	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
eat	VERB	6	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
end	VERB	18	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	3
exchange	VERB	17	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
fail	VERB	11	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
fall	VERB	44	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
fill	VERB	11	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
find	VERB	18	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
finish	VERB	15	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
fly	VERB	20	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	4
focus	VERB	12	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
get	VERB	37	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	4
give	VERB	45	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	4
go	VERB	35	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	14
guess	VERB	6	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	4
happen	VERB	5	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
have	VERB	20	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	20
head	VERB	42	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
hear	VERB	5	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
help	VERB	12	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	4
hold	VERB	45	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
ignore	VERB	5	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
introduce	VERB	10	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
involve	VERB	7	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
jump	VERB	21	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
keep	VERB	25	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
know	VERB	12	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
leave	VERB	17	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
let	VERB	8	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	8
like	VERB	11	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
line	VERB	36	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
live	VERB	19	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
lock	VERB	15	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
look	VERB	14	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	7
love	VERB	10	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
make	VERB	51	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	25
manage	VERB	7	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
marry	VERB	2	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
mean	VERB	16	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
meet	VERB	15	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
mind	VERB	13	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
name	VERB	15	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
need	VERB	7	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	6
object	VERB	7	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
obtain	VERB	3	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
overcome	VERB	4	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
overlap	VERB	5	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
pass	VERB	43	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
pay	VERB	12	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
perform	VERB	4	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
pick	VERB	21	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
pound	VERB	22	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
praise	VERB	3	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
preserve	VERB	9	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
pull	VERB	24	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
put	VERB	10	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	4
reach	VERB	13	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
recover	VERB	6	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
report	VERB	13	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
resemble	VERB	1	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
return	VERB	29	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
reunite	VERB	2	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
run	VERB	57	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	3
rush	VERB	16	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
say	VERB	12	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	6
see	VERB	25	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	10
shake	VERB	15	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
share	VERB	10	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
shed	VERB	6	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
show	VERB	16	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	8
shut	VERB	5	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
sound	VERB	24	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
start	VERB	22	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
stay	VERB	16	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
stop	VERB	22	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
study	VERB	16	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
suppose	VERB	5	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
survive	VERB	4	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
ta	VERB	1	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
tail	VERB	11	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
take	VERB	44	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	5
talk	VERB	11	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	3
tear	VERB	9	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
tell	VERB	9	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	8
thank	VERB	1	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
think	VERB	14	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	5
throw	VERB	20	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
tis	VERB	3	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
trip	VERB	12	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	1
try	VERB	10	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	3
turn	VERB	38	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	3
understand	VERB	5	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
use	VERB	13	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	4
wait	VERB	6	01x17_-_Carry_Out_the_Griffin_Plan-Fullmetal_Lady-Omelet_Rice	2
